serie,T,model,t create,t optim,rmse train,rmse test,mase test,status
68,170,model1_sm,-1,0.1491631,1.0005957519536812e7,4.512499698383206e6,0.18643013565100497,LOCALLY_SOLVED
69,170,model1_sm,-1,0.1489638,2.9415563145854827e7,3.554568674734624e7,1.1436533760915486,LOCALLY_SOLVED
70,170,model1_sm,-1,1.7455585,1646.0065302435848,12501.181613185812,4.9334485719696275,LOCALLY_SOLVED
71,170,model1_sm,-1,0.189084,130956.41560624109,270069.7059990989,2.603414834174718,LOCALLY_SOLVED
72,170,model1_sm,-1,0.5773868,4413.9428423574855,23842.25581040616,8.457498042975454,LOCALLY_SOLVED
73,170,model1_sm,-1,0.1892446,63825.69400061065,78327.83120955002,1.7244522138894818,LOCALLY_SOLVED
74,170,model1_sm,-1,0.6928892,2500.4688850488333,4096.255226137097,1.9466225806966109,LOCALLY_SOLVED
75,170,model1_sm,-1,0.1770709,644395.372548712,1.6338603446691209e6,2.4243018241715375,LOCALLY_SOLVED
76,170,model1_sm,-1,0.5987573,2609.9390507370063,1947.8163623513747,0.49966553939304237,LOCALLY_SOLVED
77,170,model1_sm,-1,0.4229617,330.7085122340963,427.3438778561083,0.2446182504449214,LOCALLY_SOLVED
78,170,model1_sm,-1,0.8528204,578.8862378941169,1017.2866649210383,0.5987127708225766,LOCALLY_SOLVED
79,170,model1_sm,-1,0.1621852,58.54935713307014,244.7598172410579,0.35956209078060986,LOCALLY_SOLVED
80,170,model1_sm,-1,0.9385752,2546.287297579169,5642.897169891565,1.788363756363022,LOCALLY_SOLVED
81,170,model1_sm,-1,0.5071561,11.572089076948059,35.19584207929946,0.08920774010457597,LOCALLY_SOLVED
82,170,model1_sm,-1,0.3769729,160.7344845761411,431.1112810683308,0.18529317081774602,LOCALLY_SOLVED
83,170,model1_sm,-1,0.4639833,821.224905826272,608.6107226590434,0.58289452421241,LOCALLY_SOLVED
84,170,model1_sm,-1,0.9275294,2546.287297579169,5642.897169891565,1.788363756363022,LOCALLY_SOLVED
85,170,model1_sm,-1,1.7685355,16851.1642928928,4509.116047775905,2.355130445023435,LOCALLY_SOLVED
86,170,model1_sm,-1,2.0957937,6663.838653318259,6672.635048575291,6.719244027153156,LOCALLY_SOLVED
87,170,model1_sm,-1,0.208974,587293.516007241,973459.6824522959,2.416195441795915,LOCALLY_SOLVED
88,170,model1_sm,-1,0.1754522,1.0005957519536812e7,4.512499698383206e6,0.18643013565100497,LOCALLY_SOLVED
89,170,model1_sm,-1,0.2976294,1028.892380675222,951.0419914973924,0.6721405106957825,LOCALLY_SOLVED
90,170,model1_sm,-1,0.4559555,330.7085122340963,427.3438778561083,0.2446182504449214,LOCALLY_SOLVED
91,170,model1_sm,-1,1.7492495,16851.1642928928,4509.116047775905,2.355130445023435,LOCALLY_SOLVED
92,170,model1_sm,-1,0.5508578,887.0677326096326,2051.4414476647808,2.5477816540758664,LOCALLY_SOLVED
93,170,model1_sm,-1,2.0748465,6663.838653318259,6672.635048575291,6.719244027153156,LOCALLY_SOLVED
94,170,model1_sm,-1,0.5628889,2609.9390507370063,1947.8163623513747,0.49966553939304237,LOCALLY_SOLVED
95,170,model1_sm,-1,0.4768925,57.872380905621874,43.78591924079977,0.15433534325717627,LOCALLY_SOLVED
96,170,model1_sm,-1,0.5813317,494.3244596434391,1924.9726019878483,1.0160862797289447,LOCALLY_SOLVED
97,170,model1_sm,-1,0.5119959,11.572089076948059,35.19584207929946,0.08920774010457597,LOCALLY_SOLVED
98,170,model1_sm,-1,0.5601104,494.3244596434391,1924.9726019878483,1.0160862797289447,LOCALLY_SOLVED
99,170,model1_sm,-1,0.6351478,399.83338721860605,422.5808183303933,0.2741071551415974,LOCALLY_SOLVED
100,170,model1_sm,-1,0.1414172,397786.27137929585,954672.8113458259,2.1136209051140114,LOCALLY_SOLVED
